#Locus	Allele	Ethnicity/Country	Freq	AlleleCount	FamCount	SampleCount
HLA-DRB3	DRB3*01	HIS	0.131356	31	24	65
HLA-DRB3	DRB3*02	HIS	0.127118	30	28	65
HLA-DRB3	DRB3*03	HIS	0.021186	5	5	11
HLA-DRB3	DRB3*01	KUWAIT	0.094828	11	9	21
HLA-DRB3	DRB3*02	KUWAIT	0.344827	40	28	90
HLA-DRB3	DRB3*03	KUWAIT	0.112069	13	9	24
HLA-DRB3	DRB3*01	OTHER	0.045455	1	1	1
HLA-DRB3	DRB3*02	OTHER	0.363636	8	8	14
HLA-DRB3	DRB3*03	OTHER	0.045455	1	1	2
HLA-DRB3	DRB3*01	SWITZERLAND	0.045455	2	2	4
HLA-DRB3	DRB3*02	SWITZERLAND	0.272727	12	9	28
HLA-DRB3	DRB3*03	SWITZERLAND	0.045455	2	2	7
HLA-DRB4	DRB4*01	AFA	0.17361	25	22	47
HLA-DRB4	DRB4*02	AFA	0	0	0	0
HLA-DRB4	DRB4*01	ARGENTINA	0.247838	86	68	137
HLA-DRB4	DRB4*02	ARGENTINA	0	0	0	0
HLA-DRB4	DRB4*01	ASI	0.269565	62	46	126
HLA-DRB4	DRB4*02	ASI	0	0	0	0
HLA-DRB4	DRB4*01	AUSTRIA	0.2	8	7	14
HLA-DRB4	DRB4*02	AUSTRIA	0	0	0	0
HLA-DRB4	DRB4*01	BRAZIL	0.296153	77	62	256
HLA-DRB4	DRB4*02	BRAZIL	0	0	0	0
HLA-DRB4	DRB4*01	CZECH	0.270833	91	72	136
HLA-DRB4	DRB4*02	CZECH	0	0	0	0
HLA-DRB4	DRB4*01	EGYPT	0.285714	16	11	44
HLA-DRB4	DRB4*02	EGYPT	0	0	0	0
HLA-DRB4	DRB4*01	EUR	0.330951	139	115	281
HLA-DRB4	DRB4*02	EUR	0.002381	1	1	2
HLA-DRB4	DRB4*01	GERMANY	0.231884	64	52	113
HLA-DRB4	DRB4*02	GERMANY	0	0	0	0
HLA-DRB4	DRB4*01	Global	0.273697	719	569	1447
HLA-DRB4	DRB4*02	Global	0.000381	1	1	2
HLA-DRB4	DRB4*01	GREECE	0.21	21	17	40
HLA-DRB4	DRB4*02	GREECE	0	0	0	0
HLA-DRB4	DRB4*01	HIS	0.411017	97	71	191
HLA-DRB4	DRB4*02	HIS	0	0	0	0
HLA-DRB4	DRB4*01	KUWAIT	0.189655	22	17	38
HLA-DRB4	DRB4*02	KUWAIT	0	0	0	0
HLA-DRB4	DRB4*01	OTHER	0.181819	4	4	8
HLA-DRB4	DRB4*02	OTHER	0	0	0	0
HLA-DRB4	DRB4*01	SWITZERLAND	0.159091	7	7	16
HLA-DRB4	DRB4*02	SWITZERLAND	0	0	0	0
HLA-DRB5	DRB5*01	AFA	0.159722	23	19	52
HLA-DRB5	DRB5*02	AFA	0.027778	4	4	7
HLA-DRB5	DRB5*01	ARGENTINA	0.057471	20	19	30
HLA-DRB5	DRB5*02	ARGENTINA	0.045977	16	15	24
HLA-DRB5	DRB5*01	ASI	0.195652	45	36	93
HLA-DRB5	DRB5*02	ASI	0.004348	1	1	3
HLA-DRB5	DRB5*01	AUSTRIA	0.075	3	3	7
HLA-DRB5	DRB5*02	AUSTRIA	0.075	3	3	9
HLA-DRB5	DRB5*01	BRAZIL	0.065384	17	16	47
HLA-DRB5	DRB5*02	BRAZIL	0.042308	11	11	31
HLA-DRB5	DRB5*01	CZECH	0.166666	56	44	82
HLA-DRB5	DRB5*02	CZECH	0.026786	9	8	15
HLA-DRB5	DRB5*01	EGYPT	0.089286	5	4	13
HLA-DRB5	DRB5*02	EGYPT	0	0	0	0
HLA-DRB5	DRB5*01	EUR	0.130953	55	46	112
HLA-DRB5	DRB5*02	EUR	0.014286	6	6	13
HLA-DRB5	DRB5*01	GERMANY	0.181159	50	41	96
HLA-DRB5	DRB5*02	GERMANY	0.036232	10	10	18
HLA-DRB5	DRB5*01	Global	0.123288	324	268	638
HLA-DRB5	DRB5*02	Global	0.035389	93	86	190
HLA-DRB5	DRB5*01	GREECE	0.06	6	6	8
HLA-DRB5	DRB5*02	GREECE	0.14	14	12	30
HLA-DRB5	DRB5*01	HIS	0.059322	14	13	27
HLA-DRB5	DRB5*02	HIS	0.050847	12	11	26
HLA-DRB5	DRB5*01	KUWAIT	0.112069	13	11	25
HLA-DRB5	DRB5*02	KUWAIT	0.043103	5	3	10
HLA-DRB5	DRB5*01	OTHER	0.181818	4	3	9
HLA-DRB5	DRB5*02	OTHER	0.045455	1	1	3
HLA-DRB5	DRB5*01	SWITZERLAND	0.295454	13	8	37
HLA-DRB5	DRB5*02	SWITZERLAND	0.022727	1	1	1
