#Locus	Allele	country_of_birth	Frequency	Count
HLA-A	A*01	Afghanistan	0.142857142857143	32
HLA-A	A*02	Afghanistan	0.0948051948051948	21
HLA-A	A*03	Afghanistan	0.0803571428571428	18
HLA-A	A*11	Afghanistan	0.102678571428571	23
HLA-A	A*23	Afghanistan	0.00446428571428571	1
HLA-A	A*24	Afghanistan	0.160875160875161	36
HLA-A	A*25	Afghanistan	0.00446428571428571	1
HLA-A	A*26	Afghanistan	0.0803571428571428	18
HLA-A	A*29	Afghanistan	0.00900900900900901	2
HLA-A	A*30	Afghanistan	0.0535714285714286	12
HLA-A	A*31	Afghanistan	0.00458715596330275	1
HLA-A	A*32	Afghanistan	0.0714285714285714	16
HLA-A	A*33	Afghanistan	0.0982142857142857	22
HLA-A	A*34	Afghanistan	0	0
HLA-A	A*36	Afghanistan	0	0
HLA-A	A*40	Afghanistan	0	0
HLA-A	A*43	Afghanistan	0	0
HLA-A	A*66	Afghanistan	0	0
HLA-A	A*68	Afghanistan	0.0267857142857143	6
HLA-A	A*69	Afghanistan	0	0
HLA-A	A*74	Afghanistan	0	0
HLA-A	A*80	Afghanistan	0	0
HLA-A	A*01	Algeria	0.10989010989011	20
HLA-A	A*02	Algeria	0.201382886776145	36
HLA-A	A*03	Algeria	0.076923076923077	14
HLA-A	A*11	Algeria	0.0659340659340659	12
HLA-A	A*23	Algeria	0.043956043956044	8
HLA-A	A*24	Algeria	0.078528213359674	14
HLA-A	A*25	Algeria	0.0274725274725275	5
HLA-A	A*26	Algeria	0.0277777777777778	5
HLA-A	A*29	Algeria	0.021978021978022	4
HLA-A	A*30	Algeria	0.098901098901099	18
HLA-A	A*31	Algeria	0.010989010989011	2
HLA-A	A*32	Algeria	0.043956043956044	8
HLA-A	A*33	Algeria	0.0384615384615385	7
HLA-A	A*34	Algeria	0.0054945054945055	1
HLA-A	A*36	Algeria	0.0054945054945055	1
HLA-A	A*40	Algeria	0	0
HLA-A	A*43	Algeria	0	0
HLA-A	A*66	Algeria	0.032967032967033	6
HLA-A	A*68	Algeria	0.043956043956044	8
HLA-A	A*69	Algeria	0	0
HLA-A	A*74	Algeria	0.010989010989011	2
HLA-A	A*80	Algeria	0.010989010989011	2
HLA-A	A*01	Angola	0.0803571428571429	9
HLA-A	A*02	Angola	0.160714285714286	18
HLA-A	A*03	Angola	0.0892857142857143	10
HLA-A	A*11	Angola	0.0267857142857143	3
HLA-A	A*23	Angola	0.107142857142857	12
HLA-A	A*24	Angola	0.0535714285714286	6
HLA-A	A*25	Angola	0	0
HLA-A	A*26	Angola	0.0267857142857143	3
HLA-A	A*29	Angola	0.0535714285714286	6
HLA-A	A*30	Angola	0.133928571428572	15
HLA-A	A*31	Angola	0	0
HLA-A	A*32	Angola	0.0272727272727273	3
HLA-A	A*33	Angola	0.0357142857142858	4
HLA-A	A*34	Angola	0.0357142857142857	4
HLA-A	A*36	Angola	0.00892857142857143	1
HLA-A	A*40	Angola	0	0
HLA-A	A*43	Angola	0	0
HLA-A	A*66	Angola	0.0267857142857143	3
HLA-A	A*68	Angola	0.0803571428571429	9
HLA-A	A*69	Angola	0	0
HLA-A	A*74	Angola	0.0446428571428571	5
HLA-A	A*80	Angola	0	0
HLA-A	A*01	Antigua and Barbuda	0.0294117647058824	2
HLA-A	A*02	Antigua and Barbuda	0.161764705882353	11
HLA-A	A*03	Antigua and Barbuda	0.0735294117647059	5
HLA-A	A*11	Antigua and Barbuda	0.0147058823529412	1
HLA-A	A*23	Antigua and Barbuda	0.147058823529412	10
HLA-A	A*24	Antigua and Barbuda	0.0147058823529412	1
HLA-A	A*25	Antigua and Barbuda	0.0147058823529412	1
HLA-A	A*26	Antigua and Barbuda	0.0147058823529412	1
HLA-A	A*29	Antigua and Barbuda	0.0735294117647059	5
HLA-A	A*30	Antigua and Barbuda	0.205882352941177	14
HLA-A	A*31	Antigua and Barbuda	0.0294117647058824	2
HLA-A	A*32	Antigua and Barbuda	0.0147058823529412	1
HLA-A	A*33	Antigua and Barbuda	0.0588235294117647	4
HLA-A	A*34	Antigua and Barbuda	0.0294117647058824	2
HLA-A	A*36	Antigua and Barbuda	0.0147058823529412	1
HLA-A	A*40	Antigua and Barbuda	0	0
HLA-A	A*43	Antigua and Barbuda	0	0
HLA-A	A*66	Antigua and Barbuda	0.0294117647058824	2
HLA-A	A*68	Antigua and Barbuda	0.0588235294117647	4
HLA-A	A*69	Antigua and Barbuda	0	0
HLA-A	A*74	Antigua and Barbuda	0.0147058823529412	1
HLA-A	A*80	Antigua and Barbuda	0	0
HLA-A	A*01	Argentina	0.148854961832061	39
HLA-A	A*02	Argentina	0.243613632265432	62
HLA-A	A*03	Argentina	0.148854961832062	39
HLA-A	A*11	Argentina	0.0610687022900763	16
HLA-A	A*23	Argentina	0.00763358778625954	2
HLA-A	A*24	Argentina	0.0884615384615385	23
HLA-A	A*25	Argentina	0.0153846153846154	4
HLA-A	A*26	Argentina	0.0348837209302326	9
HLA-A	A*29	Argentina	0.0152671755725191	4
HLA-A	A*30	Argentina	0.0267469172049325	7
HLA-A	A*31	Argentina	0.0343511450381679	9
HLA-A	A*32	Argentina	0.0229007633587786	6
HLA-A	A*33	Argentina	0.0229007633587786	6
HLA-A	A*34	Argentina	0	0
HLA-A	A*36	Argentina	0	0
HLA-A	A*40	Argentina	0	0
HLA-A	A*43	Argentina	0	0
HLA-A	A*66	Argentina	0.00381679389312977	1
HLA-A	A*68	Argentina	0.0692307692307693	18
HLA-A	A*69	Argentina	0.00381679389312977	1
HLA-A	A*74	Argentina	0	0
HLA-A	A*80	Argentina	0	0
HLA-A	A*01	Australia	0.169019972678882	311
HLA-A	A*02	Australia	0.298331151707909	545
HLA-A	A*03	Australia	0.143167028199566	264
HLA-A	A*11	Australia	0.0608034744842562	112
HLA-A	A*23	Australia	0.0200650759219089	37
HLA-A	A*24	Australia	0.0783132530120482	143
HLA-A	A*25	Australia	0.013646288209607	25
HLA-A	A*26	Australia	0.0223757729446886	41
HLA-A	A*29	Australia	0.0400884365092608	74
HLA-A	A*30	Australia	0.0200433369447454	37
HLA-A	A*31	Australia	0.0293159609120521	54
HLA-A	A*32	Australia	0.0260021668472373	48
HLA-A	A*33	Australia	0.0119176598049838	22
HLA-A	A*34	Australia	0.000541711809317443	1
HLA-A	A*36	Australia	0	0
HLA-A	A*40	Australia	0	0
HLA-A	A*43	Australia	0	0
HLA-A	A*66	Australia	0.0037919826652221	7
HLA-A	A*68	Australia	0.0335861321776815	62
HLA-A	A*69	Australia	0	0
HLA-A	A*74	Australia	0	0
HLA-A	A*80	Australia	0	0
HLA-A	A*01	Austria	0.13265306122449	52
HLA-A	A*02	Austria	0.312300497121925	120
HLA-A	A*03	Austria	0.142487046632124	55
HLA-A	A*11	Austria	0.0612244897959184	24
HLA-A	A*23	Austria	0.0306122448979592	12
HLA-A	A*24	Austria	0.0880432483874379	34
HLA-A	A*25	Austria	0.0230769230769231	9
HLA-A	A*26	Austria	0.0257468966968231	10
HLA-A	A*29	Austria	0.0153061224489796	6
HLA-A	A*30	Austria	0.0102040816326531	4
HLA-A	A*31	Austria	0.0331632653061225	13
HLA-A	A*32	Austria	0.0306122448979592	12
HLA-A	A*33	Austria	0.0076530612244898	3
HLA-A	A*34	Austria	0	0
HLA-A	A*36	Austria	0	0
HLA-A	A*40	Austria	0	0
HLA-A	A*43	Austria	0	0
HLA-A	A*66	Austria	0	0
HLA-A	A*68	Austria	0.043563579277865	17
HLA-A	A*69	Austria	0	0
HLA-A	A*74	Austria	0	0
HLA-A	A*80	Austria	0.00255102040816327	1
HLA-A	A*01	Bahrain	0.111111111111111	8
HLA-A	A*02	Bahrain	0.256746031746032	18
HLA-A	A*03	Bahrain	0.166666666666667	12
HLA-A	A*11	Bahrain	0.111111111111111	8
HLA-A	A*23	Bahrain	0	0
HLA-A	A*24	Bahrain	0.0972222222222222	7
HLA-A	A*25	Bahrain	0.0277777777777778	2
HLA-A	A*26	Bahrain	0	0
HLA-A	A*29	Bahrain	0.0138888888888889	1
HLA-A	A*30	Bahrain	0.0555555555555556	4
HLA-A	A*31	Bahrain	0.0277777777777778	2
HLA-A	A*32	Bahrain	0.0555555555555556	4
HLA-A	A*33	Bahrain	0	0
HLA-A	A*34	Bahrain	0	0
HLA-A	A*36	Bahrain	0.0138888888888889	1
HLA-A	A*40	Bahrain	0	0
HLA-A	A*43	Bahrain	0	0
HLA-A	A*66	Bahrain	0	0
HLA-A	A*68	Bahrain	0.0277777777777778	2
HLA-A	A*69	Bahrain	0	0
HLA-A	A*74	Bahrain	0	0
HLA-A	A*80	Bahrain	0	0
HLA-A	A*01	Bangladesh	0.166666666666667	82
HLA-A	A*02	Bangladesh	0.0783476029677153	38
HLA-A	A*03	Bangladesh	0.0630164260826282	31
HLA-A	A*11	Bangladesh	0.218239207757779	104
HLA-A	A*23	Bangladesh	0.00203252032520325	1
HLA-A	A*24	Bangladesh	0.110638445160594	53
HLA-A	A*25	Bangladesh	0	0
HLA-A	A*26	Bangladesh	0.00826446280991736	4
HLA-A	A*29	Bangladesh	0.00814667330346772	4
HLA-A	A*30	Bangladesh	0.00609756097560976	3
HLA-A	A*31	Bangladesh	0.00819672131147541	4
HLA-A	A*32	Bangladesh	0.0142276422764228	7
HLA-A	A*33	Bangladesh	0.15650406504065	77
HLA-A	A*34	Bangladesh	0	0
HLA-A	A*36	Bangladesh	0	0
HLA-A	A*40	Bangladesh	0	0
HLA-A	A*43	Bangladesh	0	0
HLA-A	A*66	Bangladesh	0	0
HLA-A	A*68	Bangladesh	0.0467479674796747	23
HLA-A	A*69	Bangladesh	0	0
HLA-A	A*74	Bangladesh	0	0
HLA-A	A*80	Bangladesh	0.00204081632653061	1
HLA-A	A*01	Barbados	0.0535714285714286	30
HLA-A	A*02	Barbados	0.171919191919192	95
HLA-A	A*03	Barbados	0.0685920577617329	38
HLA-A	A*11	Barbados	0.0107142857142857	6
HLA-A	A*23	Barbados	0.0896057347670251	50
HLA-A	A*24	Barbados	0.0214285714285714	12
HLA-A	A*25	Barbados	0	0
HLA-A	A*26	Barbados	0.0107913669064748	6
HLA-A	A*29	Barbados	0.025089605734767	14
HLA-A	A*30	Barbados	0.138154038980797	77
HLA-A	A*31	Barbados	0.0178571428571429	10
HLA-A	A*32	Barbados	0.0125	7
HLA-A	A*33	Barbados	0.0839285714285714	47
HLA-A	A*34	Barbados	0.0357142857142857	20
HLA-A	A*36	Barbados	0.028673835125448	16
HLA-A	A*40	Barbados	0	0
HLA-A	A*43	Barbados	0	0
HLA-A	A*66	Barbados	0.0267857142857143	15
HLA-A	A*68	Barbados	0.0892857142857143	50
HLA-A	A*69	Barbados	0	0
HLA-A	A*74	Barbados	0.0696428571428572	39
HLA-A	A*80	Barbados	0.0142857142857143	8
HLA-A	A*01	Belgium	0.183544303797468	58
HLA-A	A*02	Belgium	0.273824881077159	86
HLA-A	A*03	Belgium	0.166626095423563	52
HLA-A	A*11	Belgium	0.0569620253164557	18
HLA-A	A*23	Belgium	0.0189873417721519	6
HLA-A	A*24	Belgium	0.0955414012738854	30
HLA-A	A*25	Belgium	0.00949367088607595	3
HLA-A	A*26	Belgium	0.016025641025641	5
HLA-A	A*29	Belgium	0.0506732242199468	16
HLA-A	A*30	Belgium	0.00949367088607595	3
HLA-A	A*31	Belgium	0.0221518987341772	7
HLA-A	A*32	Belgium	0.0221518987341772	7
HLA-A	A*33	Belgium	0.00949367088607595	3
HLA-A	A*34	Belgium	0	0
HLA-A	A*36	Belgium	0	0
HLA-A	A*40	Belgium	0	0
HLA-A	A*43	Belgium	0	0
HLA-A	A*66	Belgium	0.00949367088607595	3
HLA-A	A*68	Belgium	0.0316455696202532	10
HLA-A	A*69	Belgium	0	0
HLA-A	A*74	Belgium	0	0
HLA-A	A*80	Belgium	0	0
HLA-A	A*01	Bosnia and Herzegovina	0.158536585365854	13
HLA-A	A*02	Bosnia and Herzegovina	0.24969512195122	20
HLA-A	A*03	Bosnia and Herzegovina	0.0853658536585366	7
HLA-A	A*11	Bosnia and Herzegovina	0.0975609756097561	8
HLA-A	A*23	Bosnia and Herzegovina	0.0121951219512195	1
HLA-A	A*24	Bosnia and Herzegovina	0.158536585365854	13
HLA-A	A*25	Bosnia and Herzegovina	0.0487804878048781	4
HLA-A	A*26	Bosnia and Herzegovina	0.024390243902439	2
HLA-A	A*29	Bosnia and Herzegovina	0	0
HLA-A	A*30	Bosnia and Herzegovina	0.0121951219512195	1
HLA-A	A*31	Bosnia and Herzegovina	0.024390243902439	2
HLA-A	A*32	Bosnia and Herzegovina	0.0365853658536585	3
HLA-A	A*33	Bosnia and Herzegovina	0.024390243902439	2
HLA-A	A*34	Bosnia and Herzegovina	0	0
HLA-A	A*36	Bosnia and Herzegovina	0	0
HLA-A	A*40	Bosnia and Herzegovina	0	0
HLA-A	A*43	Bosnia and Herzegovina	0	0
HLA-A	A*66	Bosnia and Herzegovina	0	0
HLA-A	A*68	Bosnia and Herzegovina	0.048780487804878	4
HLA-A	A*69	Bosnia and Herzegovina	0	0
HLA-A	A*74	Bosnia and Herzegovina	0	0
HLA-A	A*80	Bosnia and Herzegovina	0	0
HLA-A	A*01	Brazil	0.107407407407407	58
HLA-A	A*02	Brazil	0.210212851031819	112
HLA-A	A*03	Brazil	0.125	67
HLA-A	A*11	Brazil	0.0464684014869888	25
HLA-A	A*23	Brazil	0.0407407407407407	22
HLA-A	A*24	Brazil	0.0927604698672114	49
HLA-A	A*25	Brazil	0.0111524163568773	6
HLA-A	A*26	Brazil	0.026182498023691	14
HLA-A	A*29	Brazil	0.0464615172793612	25
HLA-A	A*30	Brazil	0.05	27
HLA-A	A*31	Brazil	0.0240740740740741	13
HLA-A	A*32	Brazil	0.0555555555555556	30
HLA-A	A*33	Brazil	0.0333333333333334	18
HLA-A	A*34	Brazil	0.012962962962963	7
HLA-A	A*36	Brazil	0.00555555555555556	3
HLA-A	A*40	Brazil	0	0
HLA-A	A*43	Brazil	0	0
HLA-A	A*66	Brazil	0.0111111111111111	6
HLA-A	A*68	Brazil	0.0389577309651659	21
HLA-A	A*69	Brazil	0	0
HLA-A	A*74	Brazil	0.00925925925925926	5
HLA-A	A*80	Brazil	0	0
HLA-A	A*01	Bulgaria	0.107142857142857	15
HLA-A	A*02	Bulgaria	0.296894409937888	41
HLA-A	A*03	Bulgaria	0.0785714285714286	11
HLA-A	A*11	Bulgaria	0.0571428571428571	8
HLA-A	A*23	Bulgaria	0.05	7
HLA-A	A*24	Bulgaria	0.145034100596761	20
HLA-A	A*25	Bulgaria	0.0142857142857143	2
HLA-A	A*26	Bulgaria	0.0357142857142857	5
HLA-A	A*29	Bulgaria	0.0285714285714285	4
HLA-A	A*30	Bulgaria	0.0142857142857143	2
HLA-A	A*31	Bulgaria	0.0142857142857143	2
HLA-A	A*32	Bulgaria	0.0428571428571429	6
HLA-A	A*33	Bulgaria	0.0357142857142857	5
HLA-A	A*34	Bulgaria	0	0
HLA-A	A*36	Bulgaria	0	0
HLA-A	A*40	Bulgaria	0	0
HLA-A	A*43	Bulgaria	0	0
HLA-A	A*66	Bulgaria	0.00714285714285714	1
HLA-A	A*68	Bulgaria	0.0214285714285714	3
HLA-A	A*69	Bulgaria	0.0072463768115942	1
HLA-A	A*74	Bulgaria	0	0
HLA-A	A*80	Bulgaria	0	0
HLA-A	A*01	Cameroon	0.0555555555555556	6
HLA-A	A*02	Cameroon	0.206149545772187	22
HLA-A	A*03	Cameroon	0.0277777777777778	3
HLA-A	A*11	Cameroon	0	0
HLA-A	A*23	Cameroon	0.0849056603773585	9
HLA-A	A*24	Cameroon	0.0185185185185185	2
HLA-A	A*25	Cameroon	0	0
HLA-A	A*26	Cameroon	0.0188679245283019	2
HLA-A	A*29	Cameroon	0.12037037037037	13
HLA-A	A*30	Cameroon	0.12962962962963	14
HLA-A	A*31	Cameroon	0.00925925925925926	1
HLA-A	A*32	Cameroon	0.00925925925925926	1
HLA-A	A*33	Cameroon	0.0277777777777778	3
HLA-A	A*34	Cameroon	0.037037037037037	4
HLA-A	A*36	Cameroon	0.0185185185185185	2
HLA-A	A*40	Cameroon	0	0
HLA-A	A*43	Cameroon	0	0
HLA-A	A*66	Cameroon	0.0462962962962963	5
HLA-A	A*68	Cameroon	0.111111111111111	12
HLA-A	A*69	Cameroon	0	0
HLA-A	A*74	Cameroon	0.0277777777777778	3
HLA-A	A*80	Cameroon	0	0
HLA-A	A*01	Canada	0.192307692307692	280
HLA-A	A*02	Canada	0.3078872246984	440
HLA-A	A*03	Canada	0.129983410674608	189
HLA-A	A*11	Canada	0.063273727647868	92
HLA-A	A*23	Canada	0.0178571428571429	26
HLA-A	A*24	Canada	0.0751043115438109	108
HLA-A	A*25	Canada	0.0104456824512535	15
HLA-A	A*26	Canada	0.0179482120089855	26
HLA-A	A*29	Canada	0.0391974772132956	57
HLA-A	A*30	Canada	0.0192307692307692	28
HLA-A	A*31	Canada	0.0260989010989011	38
HLA-A	A*32	Canada	0.0296143250688705	43
HLA-A	A*33	Canada	0.00824175824175824	12
HLA-A	A*34	Canada	0.00137362637362637	2
HLA-A	A*36	Canada	0	0
HLA-A	A*40	Canada	0	0
HLA-A	A*43	Canada	0	0
HLA-A	A*66	Canada	0.00274725274725275	4
HLA-A	A*68	Canada	0.0254120879120879	37
HLA-A	A*69	Canada	0.000686813186813187	1
HLA-A	A*74	Canada	0.00137362637362637	2
HLA-A	A*80	Canada	0	0
HLA-A	A*01	Caribbean	0.059842033155323	319
HLA-A	A*02	Caribbean	0.159355348534675	841
HLA-A	A*03	Caribbean	0.0782103754181124	415
HLA-A	A*11	Caribbean	0.0202768264759847	108
HLA-A	A*23	Caribbean	0.100638377769433	536
HLA-A	A*24	Caribbean	0.027690088273506	147
HLA-A	A*25	Caribbean	0.0024390243902439	13
HLA-A	A*26	Caribbean	0.0101275318829707	54
HLA-A	A*29	Caribbean	0.019872515935508	106
HLA-A	A*30	Caribbean	0.130545028359389	696
HLA-A	A*31	Caribbean	0.0105022040448291	56
HLA-A	A*32	Caribbean	0.0112443778110945	60
HLA-A	A*33	Caribbean	0.0800224887556222	427
HLA-A	A*34	Caribbean	0.0339078306481828	181
HLA-A	A*36	Caribbean	0.0297976011994003	159
HLA-A	A*40	Caribbean	0	0
HLA-A	A*43	Caribbean	0	0
HLA-A	A*66	Caribbean	0.0243628220133031	130
HLA-A	A*68	Caribbean	0.097518571858536	520
HLA-A	A*69	Caribbean	0	0
HLA-A	A*74	Caribbean	0.060764980492032	324
HLA-A	A*80	Caribbean	0.0071187710753091	38
HLA-A	A*01	Central African Republic	0.0714285714285714	6
HLA-A	A*02	Central African Republic	0.214576074332172	18
HLA-A	A*03	Central African Republic	0.0487804878048781	4
HLA-A	A*11	Central African Republic	0.107142857142857	9
HLA-A	A*23	Central African Republic	0.0238095238095238	2
HLA-A	A*24	Central African Republic	0.0357142857142857	3
HLA-A	A*25	Central African Republic	0.0119047619047619	1
HLA-A	A*26	Central African Republic	0.0357142857142857	3
HLA-A	A*29	Central African Republic	0.0479094076655052	4
HLA-A	A*30	Central African Republic	0.0476190476190476	4
HLA-A	A*31	Central African Republic	0.0357142857142857	3
HLA-A	A*32	Central African Republic	0.0357142857142857	3
HLA-A	A*33	Central African Republic	0.0714285714285714	6
HLA-A	A*34	Central African Republic	0.0238095238095238	2
HLA-A	A*36	Central African Republic	0.0238095238095238	2
HLA-A	A*40	Central African Republic	0	0
HLA-A	A*43	Central African Republic	0	0
HLA-A	A*66	Central African Republic	0.0238095238095238	2
HLA-A	A*68	Central African Republic	0.0714285714285714	6
HLA-A	A*69	Central African Republic	0	0
HLA-A	A*74	Central African Republic	0.0238095238095238	2
HLA-A	A*80	Central African Republic	0	0
HLA-A	A*01	Channel Islands	0.159663865546218	38
HLA-A	A*02	Channel Islands	0.256083302886372	59
HLA-A	A*03	Channel Islands	0.130252100840336	31
HLA-A	A*11	Channel Islands	0.0840336134453782	20
HLA-A	A*23	Channel Islands	0.0336134453781513	8
HLA-A	A*24	Channel Islands	0.0932203389830508	22
HLA-A	A*25	Channel Islands	0.0126050420168067	3
HLA-A	A*26	Channel Islands	0.0168067226890756	4
HLA-A	A*29	Channel Islands	0.0504201680672269	12
HLA-A	A*30	Channel Islands	0.0378151260504201	9
HLA-A	A*31	Channel Islands	0.0294117647058824	7
HLA-A	A*32	Channel Islands	0.0294117647058824	7
HLA-A	A*33	Channel Islands	0.0168067226890756	4
HLA-A	A*34	Channel Islands	0	0
HLA-A	A*36	Channel Islands	0	0
HLA-A	A*40	Channel Islands	0	0
HLA-A	A*43	Channel Islands	0	0
HLA-A	A*66	Channel Islands	0	0
HLA-A	A*68	Channel Islands	0.0169135450790486	4
HLA-A	A*69	Channel Islands	0	0
HLA-A	A*74	Channel Islands	0	0
HLA-A	A*80	Channel Islands	0	0
HLA-A	A*01	Chile	0.102272727272727	18
HLA-A	A*02	Chile	0.220533826638478	38
HLA-A	A*03	Chile	0.0862068965517242	15
HLA-A	A*11	Chile	0.0397727272727273	7
HLA-A	A*23	Chile	0.0397727272727273	7
HLA-A	A*24	Chile	0.1	17
HLA-A	A*25	Chile	0.00574712643678161	1
HLA-A	A*26	Chile	0.0114942528735632	2
HLA-A	A*29	Chile	0.0397727272727273	7
HLA-A	A*30	Chile	0.0343521421107628	6
HLA-A	A*31	Chile	0.0738636363636364	13
HLA-A	A*32	Chile	0.0227272727272727	4
HLA-A	A*33	Chile	0.0284090909090909	5
HLA-A	A*34	Chile	0	0
HLA-A	A*36	Chile	0	0
HLA-A	A*40	Chile	0	0
HLA-A	A*43	Chile	0	0
HLA-A	A*66	Chile	0	0
HLA-A	A*68	Chile	0.0963103254769921	16
HLA-A	A*69	Chile	0	0
HLA-A	A*74	Chile	0	0
HLA-A	A*80	Chile	0	0
HLA-A	A*01	China	0.0399515738498789	33
HLA-A	A*02	China	0.177160780892748	138
HLA-A	A*03	China	0.0169902912621359	14
HLA-A	A*11	China	0.207664884135473	165
HLA-A	A*23	China	0.00484261501210654	4
HLA-A	A*24	China	0.129280395068526	105
HLA-A	A*25	China	0.00242130750605327	2
HLA-A	A*26	China	0.0158536585365854	13
HLA-A	A*29	China	0.0170438736184043	14
HLA-A	A*30	China	0.0544852958461647	45
HLA-A	A*31	China	0.0182926829268293	15
HLA-A	A*32	China	0.00847457627118644	7
HLA-A	A*33	China	0.0956416464891041	79
HLA-A	A*34	China	0.00121654501216545	1
HLA-A	A*36	China	0	0
HLA-A	A*40	China	0	0
HLA-A	A*43	China	0.00847457627118644	7
HLA-A	A*66	China	0	0
HLA-A	A*68	China	0.00847457627118644	7
HLA-A	A*69	China	0	0
HLA-A	A*74	China	0.00121065375302663	1
HLA-A	A*80	China	0	0
HLA-A	A*01	Colombia	0.0991735537190083	48
HLA-A	A*02	Colombia	0.221938629709282	103
HLA-A	A*03	Colombia	0.0537190082644628	26
HLA-A	A*11	Colombia	0.0433884297520661	21
HLA-A	A*23	Colombia	0.0309917355371901	15
HLA-A	A*24	Colombia	0.190871369294606	92
HLA-A	A*25	Colombia	0.0146443514644351	7
HLA-A	A*26	Colombia	0.023109243697479	11
HLA-A	A*29	Colombia	0.0371900826446281	18
HLA-A	A*30	Colombia	0.0578512396694215	28
HLA-A	A*31	Colombia	0.0309917355371901	15
HLA-A	A*32	Colombia	0.0309917355371901	15
HLA-A	A*33	Colombia	0.0371900826446281	18
HLA-A	A*34	Colombia	0.00413223140495868	2
HLA-A	A*36	Colombia	0.00622406639004149	3
HLA-A	A*40	Colombia	0	0
HLA-A	A*43	Colombia	0	0
HLA-A	A*66	Colombia	0.00619834710743802	3
HLA-A	A*68	Colombia	0.0559480127567642	27
HLA-A	A*69	Colombia	0	0
HLA-A	A*74	Colombia	0.00622406639004149	3
HLA-A	A*80	Colombia	0	0
HLA-A	A*01	Congo	0.0331325301204819	11
HLA-A	A*02	Congo	0.164670658682634	55
HLA-A	A*03	Congo	0.0451807228915663	15
HLA-A	A*11	Congo	0.0029940119760479	1
HLA-A	A*23	Congo	0.152694610778443	51
HLA-A	A*24	Congo	0.0239520958083832	8
HLA-A	A*25	Congo	0	0
HLA-A	A*26	Congo	0.0119760479041916	4
HLA-A	A*29	Congo	0.0359281437125749	12
HLA-A	A*30	Congo	0.201302214847413	67
HLA-A	A*31	Congo	0.00301204819277108	1
HLA-A	A*32	Congo	0.0179640718562874	6
HLA-A	A*33	Congo	0.0568862275449102	19
HLA-A	A*34	Congo	0.0240963855421687	8
HLA-A	A*36	Congo	0.0508982035928144	17
HLA-A	A*40	Congo	0	0
HLA-A	A*43	Congo	0	0
HLA-A	A*66	Congo	0.0269461077844311	9
HLA-A	A*68	Congo	0.062874251497006	21
HLA-A	A*69	Congo	0	0
HLA-A	A*74	Congo	0.0542168674698795	18
HLA-A	A*80	Congo	0.0029940119760479	1
HLA-A	A*01	Croatia	0.1	9
HLA-A	A*02	Croatia	0.27906976744186	24
HLA-A	A*03	Croatia	0.155555555555556	14
HLA-A	A*11	Croatia	0.0333333333333333	3
HLA-A	A*23	Croatia	0.0111111111111111	1
HLA-A	A*24	Croatia	0.125	11
HLA-A	A*25	Croatia	0.0340909090909091	3
HLA-A	A*26	Croatia	0.0666666666666667	6
HLA-A	A*29	Croatia	0.0222222222222222	2
HLA-A	A*30	Croatia	0.0444444444444444	4
HLA-A	A*31	Croatia	0.0111111111111111	1
HLA-A	A*32	Croatia	0.0444444444444444	4
HLA-A	A*33	Croatia	0	0
HLA-A	A*34	Croatia	0	0
HLA-A	A*36	Croatia	0	0
HLA-A	A*40	Croatia	0	0
HLA-A	A*43	Croatia	0	0
HLA-A	A*66	Croatia	0.0111111111111111	1
HLA-A	A*68	Croatia	0.0333333333333333	3
HLA-A	A*69	Croatia	0	0
HLA-A	A*74	Croatia	0	0
HLA-A	A*80	Croatia	0	0
HLA-A	A*01	Cyprus	0.142638036809816	93
HLA-A	A*02	Cyprus	0.228445073014567	146
HLA-A	A*03	Cyprus	0.117599428435342	76
HLA-A	A*11	Cyprus	0.0771604938271605	50
HLA-A	A*23	Cyprus	0.0199386503067485	13
HLA-A	A*24	Cyprus	0.0934579439252336	60
HLA-A	A*25	Cyprus	0.0077639751552795	5
HLA-A	A*26	Cyprus	0.0215384615384615	14
HLA-A	A*29	Cyprus	0.0368239735724398	24
HLA-A	A*30	Cyprus	0.0322085889570552	21
HLA-A	A*31	Cyprus	0.0185185185185185	12
HLA-A	A*32	Cyprus	0.0613496932515337	40
HLA-A	A*33	Cyprus	0.0291411042944785	19
HLA-A	A*34	Cyprus	0.00153374233128834	1
HLA-A	A*36	Cyprus	0	0
HLA-A	A*40	Cyprus	0	0
HLA-A	A*43	Cyprus	0	0
HLA-A	A*66	Cyprus	0.00306748466257669	2
HLA-A	A*68	Cyprus	0.0383671543180746	25
HLA-A	A*69	Cyprus	0.0123076923076923	8
HLA-A	A*74	Cyprus	0.00153374233128834	1
HLA-A	A*80	Cyprus	0	0
HLA-A	A*01	Czech Republic	0.154761904761905	39
HLA-A	A*02	Czech Republic	0.287904761904762	72
HLA-A	A*03	Czech Republic	0.142857142857143	36
HLA-A	A*11	Czech Republic	0.0766129032258065	19
HLA-A	A*23	Czech Republic	0.0317460317460317	8
HLA-A	A*24	Czech Republic	0.092741935483871	23
HLA-A	A*25	Czech Republic	0.0241935483870968	6
HLA-A	A*26	Czech Republic	0.0476190476190476	12
HLA-A	A*29	Czech Republic	0.0119047619047619	3
HLA-A	A*30	Czech Republic	0.0198412698412698	5
HLA-A	A*31	Czech Republic	0.0119047619047619	3
HLA-A	A*32	Czech Republic	0.0198412698412698	5
HLA-A	A*33	Czech Republic	0	0
HLA-A	A*34	Czech Republic	0	0
HLA-A	A*36	Czech Republic	0	0
HLA-A	A*40	Czech Republic	0	0
