#Locus	Allele	PCA_pop	Frequency	Count
HLA-DPB1	DPB1*22	white_british	0	0
HLA-DPB1	DPB1*23	white_british	0.000827018102342377	557
HLA-DPB1	DPB1*26	white_british	2.82003710575139e-05	19
HLA-DPB1	DPB1*28	white_british	1.4830150288743e-06	1
HLA-DPB1	DPB1*30	white_british	1.48307661277166e-06	1
HLA-DPB1	DPB1*31	white_british	1.48303702253623e-06	1
HLA-DPB1	DPB1*33	white_british	5.93214809014492e-06	4
HLA-DPB1	DPB1*34	white_british	5.93250001483125e-06	4
HLA-DPB1	DPB1*35	white_british	0	0
HLA-DPB1	DPB1*40	white_british	1.4830194275545e-06	1
HLA-DPB1	DPB1*45	white_british	0	0
HLA-DPB1	DPB1*48	white_british	0	0
HLA-DPB1	DPB1*81	white_british	0	0
HLA-DPB1	DPB1*85	white_british	0	0
HLA-DQA1	DQA1*01	african	0.471020338449111	5911
HLA-DQA1	DQA1*02	african	0.09537841191067	1230
HLA-DQA1	DQA1*03	african	0.0704027474242897	902
HLA-DQA1	DQA1*04	african	0.123953488372093	1599
HLA-DQA1	DQA1*05	african	0.170261898677958	2114
HLA-DQA1	DQA1*06	african	0.000847980265186556	11
HLA-DQA1	DQA1*01	e_asian	0.346538856993233	778
HLA-DQA1	DQA1*02	e_asian	0.0364267129228101	84
HLA-DQA1	DQA1*03	e_asian	0.287218923577859	652
HLA-DQA1	DQA1*04	e_asian	0.00737847222222222	17
HLA-DQA1	DQA1*05	e_asian	0.165194346289753	374
HLA-DQA1	DQA1*06	e_asian	0.102966841186736	236
HLA-DQA1	DQA1*01	non_british_white	0.403302249362342	20027
HLA-DQA1	DQA1*02	non_british_white	0.142584328388212	7093
HLA-DQA1	DQA1*03	non_british_white	0.165170125433958	8180
HLA-DQA1	DQA1*04	non_british_white	0.020864291738624	1039
HLA-DQA1	DQA1*05	non_british_white	0.243913902399101	11824
HLA-DQA1	DQA1*06	non_british_white	0.00285209287378485	142
HLA-DQA1	DQA1*01	s_asian	0.467599906706429	7246
HLA-DQA1	DQA1*02	s_asian	0.153127383676583	2409
HLA-DQA1	DQA1*03	s_asian	0.0927650886818936	1454
HLA-DQA1	DQA1*04	s_asian	0.0100952380952381	159
HLA-DQA1	DQA1*05	s_asian	0.208398774766351	3202
HLA-DQA1	DQA1*06	s_asian	0.021021211736314	331
HLA-DQA1	DQA1*01	white_british	0.385702089038286	259340
HLA-DQA1	DQA1*02	white_british	0.144920619344556	97471
HLA-DQA1	DQA1*03	white_british	0.203424995587934	136318
HLA-DQA1	DQA1*04	white_british	0.0193452380952381	13039
HLA-DQA1	DQA1*05	white_british	0.226009950771848	149308
HLA-DQA1	DQA1*06	white_british	0.00248169508823146	1673
HLA-DQB1	DQB1*02	african	0.141162573245397	1737
HLA-DQB1	DQB1*03	african	0.20252283414072	2590
HLA-DQB1	DQB1*04	african	0.0791582098452305	1027
HLA-DQB1	DQB1*05	african	0.198225835982538	2555
HLA-DQB1	DQB1*06	african	0.241959005234667	3018
HLA-DQB1	DQB1*02	e_asian	0.0910325452354485	208
HLA-DQB1	DQB1*03	e_asian	0.431112502874589	982
HLA-DQB1	DQB1*04	e_asian	0.0616434791128312	141
HLA-DQB1	DQB1*05	e_asian	0.177750455434208	402
HLA-DQB1	DQB1*06	e_asian	0.169755088419015	390
HLA-DQB1	DQB1*02	non_british_white	0.179045217307499	8643
HLA-DQB1	DQB1*03	non_british_white	0.317889702964643	15765
HLA-DQB1	DQB1*04	non_british_white	0.0221521207013434	1103
HLA-DQB1	DQB1*05	non_british_white	0.156373896059635	7783
HLA-DQB1	DQB1*06	non_british_white	0.239236917241743	11816
HLA-DQB1	DQB1*02	s_asian	0.194521278996396	2992
HLA-DQB1	DQB1*03	s_asian	0.263451018681346	4133
HLA-DQB1	DQB1*04	s_asian	0.0141735748921336	223
HLA-DQB1	DQB1*05	s_asian	0.205597990745646	3225
HLA-DQB1	DQB1*06	s_asian	0.255292644179477	3991
HLA-DQB1	DQB1*02	white_british	0.185925725137824	121588
HLA-DQB1	DQB1*03	white_british	0.331348181623297	222719
HLA-DQB1	DQB1*04	white_british	0.0198867149848894	13405
HLA-DQB1	DQB1*05	white_british	0.149423264888785	100679
HLA-DQB1	DQB1*06	white_british	0.231018892868263	154574
HLA-DRB1	DRB1*01	african	0.0683257282863811	886
HLA-DRB1	DRB1*03	african	0.129132591154731	1664
HLA-DRB1	DRB1*04	african	0.0210990518512	272
HLA-DRB1	DRB1*07	african	0.0805900621118012	1038
HLA-DRB1	DRB1*08	african	0.0733905506472681	946
HLA-DRB1	DRB1*09	african	0.0193533343696565	249
HLA-DRB1	DRB1*10	african	0.0165767154973015	215
HLA-DRB1	DRB1*11	african	0.111276090875739	1409
HLA-DRB1	DRB1*12	african	0.0299873737373737	386
HLA-DRB1	DRB1*13	african	0.149623143116957	1921
HLA-DRB1	DRB1*14	african	0.00734807319698068	93
HLA-DRB1	DRB1*15	african	0.143423985434631	1824
HLA-DRB1	DRB1*16	african	0.0155828383322101	202
HLA-DRB1	DRB1*01	e_asian	0.00346921075455334	8
HLA-DRB1	DRB1*03	e_asian	0.0761531766753699	175
HLA-DRB1	DRB1*04	e_asian	0.094009727221004	215
HLA-DRB1	DRB1*07	e_asian	0.0333911535125759	77
HLA-DRB1	DRB1*08	e_asian	0.0685346499846031	158
HLA-DRB1	DRB1*09	e_asian	0.164921465968586	378
HLA-DRB1	DRB1*10	e_asian	0.012998266897747	30
HLA-DRB1	DRB1*11	e_asian	0.0369112261247743	81
HLA-DRB1	DRB1*12	e_asian	0.127177700348432	292
HLA-DRB1	DRB1*13	e_asian	0.0303707387481132	70
HLA-DRB1	DRB1*14	e_asian	0.0323049146748835	72
HLA-DRB1	DRB1*15	e_asian	0.0989765101850669	221
HLA-DRB1	DRB1*16	e_asian	0.0375773651635721	85
HLA-DRB1	DRB1*01	non_british_white	0.104192762854589	5161
HLA-DRB1	DRB1*03	non_british_white	0.141090370322065	7017
HLA-DRB1	DRB1*04	non_british_white	0.12374648014956	6056
HLA-DRB1	DRB1*07	non_british_white	0.142046597722426	7060
HLA-DRB1	DRB1*08	non_british_white	0.0222943994482937	1108
HLA-DRB1	DRB1*09	non_british_white	0.00733255655108683	365
HLA-DRB1	DRB1*10	non_british_white	0.00909528972412962	453
HLA-DRB1	DRB1*11	non_british_white	0.057036961808258	2766
HLA-DRB1	DRB1*12	non_british_white	0.0135054392450601	671
HLA-DRB1	DRB1*13	non_british_white	0.103818199114533	5157
HLA-DRB1	DRB1*14	non_british_white	0.0184445218743282	912
HLA-DRB1	DRB1*15	non_british_white	0.152250566042472	7542
HLA-DRB1	DRB1*16	non_british_white	0.0150085131757081	746
HLA-DRB1	DRB1*01	s_asian	0.0294714261398304	463
HLA-DRB1	DRB1*03	s_asian	0.116786399346203	1831
HLA-DRB1	DRB1*04	s_asian	0.0341499480849802	529
HLA-DRB1	DRB1*07	s_asian	0.152768936982813	2400
HLA-DRB1	DRB1*08	s_asian	0.0141639560436599	223
HLA-DRB1	DRB1*09	s_asian	0.00920401167957344	145
HLA-DRB1	DRB1*10	s_asian	0.0630396140172677	993
HLA-DRB1	DRB1*11	s_asian	0.0615364113075361	936
HLA-DRB1	DRB1*12	s_asian	0.0193585162442998	305
HLA-DRB1	DRB1*13	s_asian	0.0914164757604561	1432
HLA-DRB1	DRB1*14	s_asian	0.0434911857637292	657
HLA-DRB1	DRB1*15	s_asian	0.189521430456294	2930
HLA-DRB1	DRB1*16	s_asian	0.00305972289096205	48
HLA-DRB1	DRB1*01	white_british	0.114315345721538	76494
HLA-DRB1	DRB1*03	white_british	0.14841231725311	99929
HLA-DRB1	DRB1*04	white_british	0.155080353212334	102178
HLA-DRB1	DRB1*07	white_british	0.144953779276346	97502
HLA-DRB1	DRB1*08	white_british	0.0210306566612469	14148
HLA-DRB1	DRB1*09	white_british	0.0129652498649299	8735
HLA-DRB1	DRB1*10	white_british	0.0056970211150202	3841
HLA-DRB1	DRB1*11	white_british	0.0384295940907255	25352
HLA-DRB1	DRB1*12	white_british	0.0139483930166909	9382
HLA-DRB1	DRB1*13	white_british	0.0955951285322169	64343
HLA-DRB1	DRB1*14	white_british	0.0186604035047407	12523
HLA-DRB1	DRB1*15	white_british	0.147839117513557	99300
HLA-DRB1	DRB1*16	white_british	0.00525942641888036	3541
HLA-DRB3	DRB3*01	african	0.140712074303406	1818
HLA-DRB3	DRB3*02	african	0.2310737208253	2807
HLA-DRB3	DRB3*03	african	0.0938908751748795	1208
HLA-DRB3	DRB3*99	african	0.511283043197937	6344
HLA-DRB3	DRB3*01	e_asian	0.0169794459338695	38
HLA-DRB3	DRB3*02	e_asian	0.202944862155388	432
HLA-DRB3	DRB3*03	e_asian	0.118547681539808	271
HLA-DRB3	DRB3*99	e_asian	0.422465208747515	850
HLA-DRB3	DRB3*01	non_british_white	0.163403826787513	8113
HLA-DRB3	DRB3*02	non_british_white	0.158892577529977	7802
HLA-DRB3	DRB3*03	non_british_white	0.040877468130454	2033
HLA-DRB3	DRB3*99	non_british_white	0.375470232253844	18365
HLA-DRB3	DRB3*01	s_asian	0.0521058658862451	819
HLA-DRB3	DRB3*02	s_asian	0.26839033758574	4018
HLA-DRB3	DRB3*03	s_asian	0.0449688334817453	707
HLA-DRB3	DRB3*99	s_asian	0.411390616167326	5822
HLA-DRB3	DRB3*01	white_british	0.166816824853113	112205
HLA-DRB3	DRB3*02	white_british	0.130138622886258	86705
HLA-DRB3	DRB3*03	white_british	0.0373252722114113	25127
HLA-DRB3	DRB3*99	white_british	0.343992632985447	228612
HLA-DRB4	DRB4*01	african	0.100435032728166	1245
HLA-DRB4	DRB4*99	african	0.149318074933375	1905
HLA-DRB4	DRB4*01	e_asian	0.270267431757641	562
HLA-DRB4	DRB4*99	e_asian	0.340787119856887	762
HLA-DRB4	DRB4*01	non_british_white	0.281909521953321	13515
HLA-DRB4	DRB4*99	non_british_white	0.311048643363481	15270
HLA-DRB4	DRB4*01	s_asian	0.218147009956543	3222
HLA-DRB4	DRB4*99	s_asian	0.255324778409843	3860
HLA-DRB4	DRB4*01	white_british	0.324093282590857	210986
HLA-DRB4	DRB4*99	white_british	0.351427494724148	233137
HLA-DRB5	DRB5*01	african	0.147306135160386	1892
HLA-DRB5	DRB5*02	african	0.0172199813838039	222
HLA-DRB5	DRB5*99	african	0.177571588545833	2220
HLA-DRB5	DRB5*01	e_asian	0.114811568799299	262
HLA-DRB5	DRB5*02	e_asian	0.0165361183637946	38
HLA-DRB5	DRB5*99	e_asian	0.141423357664234	310
HLA-DRB5	DRB5*01	non_british_white	0.145767962024298	7247
HLA-DRB5	DRB5*02	non_british_white	0.0170173391801102	846
HLA-DRB5	DRB5*99	non_british_white	0.166421298000245	8139
HLA-DRB5	DRB5*01	s_asian	0.0865322891256901	1348
HLA-DRB5	DRB5*02	s_asian	0.0100842481490937	158
HLA-DRB5	DRB5*99	s_asian	0.11898673485696	1489
HLA-DRB5	DRB5*01	white_british	0.14408343361412	96984
HLA-DRB5	DRB5*02	white_british	0.00659703460028858	4444
HLA-DRB5	DRB5*99	white_british	0.152749985749815	101832
