#Locus	Allele	Ethnicity	Frequency	Count
HLA-DRB1	DRB1*13	Italian	0.1096	64
HLA-DRB1	DRB1*14	Italian	0.04623	27
HLA-DRB1	DRB1*15	Italian	0.08219	48
HLA-DRB1	DRB1*16	Italian	0.04623	27
HLA-DRB1	DRB1*01	Mexican	0.02885	6
HLA-DRB1	DRB1*03	Mexican	0.04327	9
HLA-DRB1	DRB1*04	Mexican	0.3077	64
HLA-DRB1	DRB1*07	Mexican	0.02404	5
HLA-DRB1	DRB1*08	Mexican	0.14424	30
HLA-DRB1	DRB1*09	Mexican	0.00481	1
HLA-DRB1	DRB1*10	Mexican	0.00962	2
HLA-DRB1	DRB1*11	Mexican	0.06731	14
HLA-DRB1	DRB1*12	Mexican	0.00481	1
HLA-DRB1	DRB1*13	Mexican	0.09615	20
HLA-DRB1	DRB1*14	Mexican	0.11058	23
HLA-DRB1	DRB1*15	Mexican	0.0577	12
HLA-DRB1	DRB1*16	Mexican	0.10096	21
HLA-DRB1	DRB1*01	Spanish	0.10846	59
HLA-DRB1	DRB1*03	Spanish	0.13419	73
HLA-DRB1	DRB1*04	Spanish	0.13235	72
HLA-DRB1	DRB1*07	Spanish	0.15993	87
HLA-DRB1	DRB1*08	Spanish	0.0239	13
HLA-DRB1	DRB1*09	Spanish	0.00735	4
HLA-DRB1	DRB1*10	Spanish	0.01838	10
HLA-DRB1	DRB1*11	Spanish	0.11213	61
HLA-DRB1	DRB1*12	Spanish	0.00919	5
HLA-DRB1	DRB1*13	Spanish	0.12868	70
HLA-DRB1	DRB1*14	Spanish	0.03126	17
HLA-DRB1	DRB1*15	Spanish	0.10846	59
HLA-DRB1	DRB1*16	Spanish	0.02574	14
HLA-DRB1	DRB1*01	Thai	0	0
HLA-DRB1	DRB1*03	Thai	0.04762	4
HLA-DRB1	DRB1*04	Thai	0.07142	6
HLA-DRB1	DRB1*07	Thai	0.16667	14
HLA-DRB1	DRB1*08	Thai	0.02381	2
HLA-DRB1	DRB1*09	Thai	0.09524	8
HLA-DRB1	DRB1*10	Thai	0.0119	1
HLA-DRB1	DRB1*11	Thai	0.08332	7
HLA-DRB1	DRB1*12	Thai	0.17857	15
HLA-DRB1	DRB1*13	Thai	0.03571	3
HLA-DRB1	DRB1*14	Thai	0.09523	8
HLA-DRB1	DRB1*15	Thai	0.16666	14
HLA-DRB1	DRB1*16	Thai	0.02381	2
HLA-DRB1	DRB1*01	USA_Hispanic	0.04465	5
HLA-DRB1	DRB1*03	USA_Hispanic	0.08036	9
HLA-DRB1	DRB1*04	USA_Hispanic	0.33035	37
HLA-DRB1	DRB1*07	USA_Hispanic	0.09821	11
HLA-DRB1	DRB1*08	USA_Hispanic	0.08036	9
HLA-DRB1	DRB1*09	USA_Hispanic	0.00893	1
HLA-DRB1	DRB1*10	USA_Hispanic	0	0
HLA-DRB1	DRB1*11	USA_Hispanic	0.11608	13
HLA-DRB1	DRB1*12	USA_Hispanic	0.00893	1
HLA-DRB1	DRB1*13	USA_Hispanic	0.0625	7
HLA-DRB1	DRB1*14	USA_Hispanic	0.08036	9
HLA-DRB1	DRB1*15	USA_Hispanic	0.04464	5
HLA-DRB1	DRB1*16	USA_Hispanic	0.04465	5
HLA-DRB3	DRB3*00	AfAm	0.52902	401
HLA-DRB3	DRB3*01	AfAm	0.1161	88
HLA-DRB3	DRB3*02	AfAm	0.26782	203
HLA-DRB3	DRB3*03	AfAm	0.08707	66
HLA-DRB3	DRB3*00	API	0.62195	51
HLA-DRB3	DRB3*01	API	0.04878	4
HLA-DRB3	DRB3*02	API	0.13415	11
HLA-DRB3	DRB3*03	API	0.19512	16
HLA-DRB3	DRB3*00	Arab	0.57692	60
HLA-DRB3	DRB3*01	Arab	0.03846	4
HLA-DRB3	DRB3*02	Arab	0.32692	34
HLA-DRB3	DRB3*03	Arab	0.05769	6
HLA-DRB3	DRB3*00	EuAm	0.61465	3045
HLA-DRB3	DRB3*01	EuAm	0.14432	715
HLA-DRB3	DRB3*02	EuAm	0.196	971
HLA-DRB3	DRB3*03	EuAm	0.04501	223
HLA-DRB3	DRB3*00	European	0.61321	260
HLA-DRB3	DRB3*01	European	0.17689	75
HLA-DRB3	DRB3*02	European	0.18397	78
HLA-DRB3	DRB3*03	European	0.02594	11
HLA-DRB3	DRB3*00	Global	0.60536	4361
HLA-DRB3	DRB3*01	Global	0.13979	1007
HLA-DRB3	DRB3*02	Global	0.20628	1486
HLA-DRB3	DRB3*03	Global	0.04859	350
HLA-DRB3	DRB3*00	India	0.46154	12
HLA-DRB3	DRB3*01	India	0.07692	2
HLA-DRB3	DRB3*02	India	0.38462	10
HLA-DRB3	DRB3*03	India	0.07692	2
HLA-DRB3	DRB3*00	Mexican	0.67788	141
HLA-DRB3	DRB3*01	Mexican	0.15385	32
HLA-DRB3	DRB3*02	Mexican	0.13461	28
HLA-DRB3	DRB3*03	Mexican	0.03365	7
HLA-DRB3	DRB3*00	Spanish	0.58425	319
HLA-DRB3	DRB3*01	Spanish	0.1337	73
HLA-DRB3	DRB3*02	Spanish	0.25457	139
HLA-DRB3	DRB3*03	Spanish	0.02747	15
HLA-DRB3	DRB3*00	USA_Hispanic	0.70588	72
HLA-DRB3	DRB3*01	USA_Hispanic	0.13725	14
HLA-DRB3	DRB3*02	USA_Hispanic	0.11765	12
HLA-DRB3	DRB3*03	USA_Hispanic	0.03921	4
HLA-DRB4	DRB4*00	AfAm	0.83777	630
HLA-DRB4	DRB4*01	AfAm	0.16223	122
HLA-DRB4	DRB4*03	AfAm	0	0
HLA-DRB4	DRB4*00	API	0.78049	64
HLA-DRB4	DRB4*01	API	0.21952	18
HLA-DRB4	DRB4*03	API	0	0
HLA-DRB4	DRB4*00	Arab	0.72115	75
HLA-DRB4	DRB4*01	Arab	0.27885	29
HLA-DRB4	DRB4*03	Arab	0	0
HLA-DRB4	DRB4*00	EuAm	0.69169	3363
HLA-DRB4	DRB4*01	EuAm	0.3079	1497
HLA-DRB4	DRB4*03	EuAm	0.00041	2
HLA-DRB4	DRB4*00	European	0.62972	267
HLA-DRB4	DRB4*01	European	0.37028	157
HLA-DRB4	DRB4*03	European	0	0
HLA-DRB4	DRB4*00	Global	0.70222	4990
HLA-DRB4	DRB4*01	Global	0.2975	2114
HLA-DRB4	DRB4*03	Global	0.00028	2
HLA-DRB4	DRB4*00	India	0.61538	16
HLA-DRB4	DRB4*01	India	0.38461	10
HLA-DRB4	DRB4*03	India	0	0
HLA-DRB4	DRB4*00	Mexican	0.66346	138
HLA-DRB4	DRB4*01	Mexican	0.33654	70
HLA-DRB4	DRB4*03	Mexican	0	0
HLA-DRB4	DRB4*00	Spanish	0.70147	383
HLA-DRB4	DRB4*01	Spanish	0.29854	163
HLA-DRB4	DRB4*03	Spanish	0	0
HLA-DRB4	DRB4*00	USA_Hispanic	0.52941	54
HLA-DRB4	DRB4*01	USA_Hispanic	0.47059	48
HLA-DRB4	DRB4*03	USA_Hispanic	0	0
HLA-DRB5	DRB5*00	AfAm	0.82672	625
HLA-DRB5	DRB5*01	AfAm	0.16932	128
HLA-DRB5	DRB5*02	AfAm	0.00397	3
HLA-DRB5	DRB5*00	API	0.71951	59
HLA-DRB5	DRB5*01	API	0.28049	23
HLA-DRB5	DRB5*02	API	0	0
HLA-DRB5	DRB5*00	Arab	0.77885	81
HLA-DRB5	DRB5*01	Arab	0.14423	15
HLA-DRB5	DRB5*02	Arab	0.07692	8
HLA-DRB5	DRB5*00	EuAm	0.84134	4168
HLA-DRB5	DRB5*01	EuAm	0.13827	685
HLA-DRB5	DRB5*02	EuAm	0.02039	101
HLA-DRB5	DRB5*00	European	0.79009	335
HLA-DRB5	DRB5*01	European	0.17453	74
HLA-DRB5	DRB5*02	European	0.03538	15
HLA-DRB5	DRB5*00	Global	0.83699	6028
HLA-DRB5	DRB5*01	Global	0.13998	1008
HLA-DRB5	DRB5*02	Global	0.02305	166
HLA-DRB5	DRB5*00	India	0.80769	21
HLA-DRB5	DRB5*01	India	0.1923	5
HLA-DRB5	DRB5*02	India	0	0
HLA-DRB5	DRB5*00	Mexican	0.84135	175
HLA-DRB5	DRB5*01	Mexican	0.0577	12
HLA-DRB5	DRB5*02	Mexican	0.10096	21
HLA-DRB5	DRB5*00	Spanish	0.86447	472
HLA-DRB5	DRB5*01	Spanish	0.10989	60
HLA-DRB5	DRB5*02	Spanish	0.02564	14
HLA-DRB5	DRB5*00	USA_Hispanic	0.90196	92
HLA-DRB5	DRB5*01	USA_Hispanic	0.05882	6
HLA-DRB5	DRB5*02	USA_Hispanic	0.03922	4
