#Locus	Allele	Ethnicity	Frequency	Count
HLA-DPA1	DPA1*01	API	0.37805	31
HLA-DPA1	DPA1*02	API	0.59756	49
HLA-DPA1	DPA1*03	API	0	0
HLA-DPA1	DPA1*04	API	0.02439	2
HLA-DPA1	DPA1*01	Arab	0.66345	69
HLA-DPA1	DPA1*02	Arab	0.30769	32
HLA-DPA1	DPA1*03	Arab	0.01923	2
HLA-DPA1	DPA1*04	Arab	0.00962	1
HLA-DPA1	DPA1*01	EuAm	0.81789	3983
HLA-DPA1	DPA1*02	EuAm	0.18028	878
HLA-DPA1	DPA1*03	EuAm	0.00164	8
HLA-DPA1	DPA1*04	EuAm	0.00021	1
HLA-DPA1	DPA1*01	European	0.82782	351
HLA-DPA1	DPA1*02	European	0.16981	72
HLA-DPA1	DPA1*03	European	0.00236	1
HLA-DPA1	DPA1*04	European	0	0
HLA-DPA1	DPA1*01	Global	0.76947	5534
HLA-DPA1	DPA1*02	Global	0.21551	1550
HLA-DPA1	DPA1*03	Global	0.01349	97
HLA-DPA1	DPA1*04	Global	0.00153	11
HLA-DPA1	DPA1*01	India	0.63829	60
HLA-DPA1	DPA1*02	India	0.36169	34
HLA-DPA1	DPA1*03	India	0	0
HLA-DPA1	DPA1*04	India	0	0
HLA-DPA1	DPA1*01	Mexican	0.84616	176
HLA-DPA1	DPA1*02	Mexican	0.14904	31
HLA-DPA1	DPA1*03	Mexican	0	0
HLA-DPA1	DPA1*04	Mexican	0.00481	1
HLA-DPA1	DPA1*01	Spanish	0.78728	433
HLA-DPA1	DPA1*02	Spanish	0.20727	114
HLA-DPA1	DPA1*03	Spanish	0.00364	2
HLA-DPA1	DPA1*04	Spanish	0.00182	1
HLA-DPA1	DPA1*01	USA_Hispanic	0.82	82
HLA-DPA1	DPA1*02	USA_Hispanic	0.18	18
HLA-DPA1	DPA1*03	USA_Hispanic	0	0
HLA-DPA1	DPA1*04	USA_Hispanic	0	0
HLA-DPB1	DPB1*01	AfAm	0.26015	205
HLA-DPB1	DPB1*02	AfAm	0.14213	112
HLA-DPB1	DPB1*03	AfAm	0.02919	23
HLA-DPB1	DPB1*04	AfAm	0.16497	130
HLA-DPB1	DPB1*05	AfAm	0.00761	6
HLA-DPB1	DPB1*06	AfAm	0.00635	5
HLA-DPB1	DPB1*09	AfAm	0.00127	1
HLA-DPB1	DPB1*10	AfAm	0.00635	5
HLA-DPB1	DPB1*104	AfAm	0.02665	21
HLA-DPB1	DPB1*105	AfAm	0.09391	74
HLA-DPB1	DPB1*106	AfAm	0.00127	1
HLA-DPB1	DPB1*107	AfAm	0	0
HLA-DPB1	DPB1*11	AfAm	0.03173	25
HLA-DPB1	DPB1*124	AfAm	0.00127	1
HLA-DPB1	DPB1*126	AfAm	0.00127	1
HLA-DPB1	DPB1*13	AfAm	0.03299	26
HLA-DPB1	DPB1*130	AfAm	0	0
HLA-DPB1	DPB1*131	AfAm	0.0165	13
HLA-DPB1	DPB1*133	AfAm	0.00127	1
HLA-DPB1	DPB1*135	AfAm	0	0
HLA-DPB1	DPB1*138	AfAm	0	0
HLA-DPB1	DPB1*14	AfAm	0.00508	4
HLA-DPB1	DPB1*15	AfAm	0.00381	3
HLA-DPB1	DPB1*16	AfAm	0.00127	1
HLA-DPB1	DPB1*162	AfAm	0.00127	1
HLA-DPB1	DPB1*17	AfAm	0.03173	25
HLA-DPB1	DPB1*18	AfAm	0.0736	58
HLA-DPB1	DPB1*19	AfAm	0.00127	1
HLA-DPB1	DPB1*20	AfAm	0.00254	2
HLA-DPB1	DPB1*21	AfAm	0	0
HLA-DPB1	DPB1*23	AfAm	0	0
HLA-DPB1	DPB1*25	AfAm	0	0
HLA-DPB1	DPB1*259	AfAm	0	0
HLA-DPB1	DPB1*26	AfAm	0	0
HLA-DPB1	DPB1*29	AfAm	0.00127	1
HLA-DPB1	DPB1*296	AfAm	0	0
HLA-DPB1	DPB1*30	AfAm	0.00381	3
HLA-DPB1	DPB1*31	AfAm	0	0
HLA-DPB1	DPB1*34	AfAm	0.00127	1
HLA-DPB1	DPB1*35	AfAm	0	0
HLA-DPB1	DPB1*350	AfAm	0	0
HLA-DPB1	DPB1*37	AfAm	0	0
HLA-DPB1	DPB1*38	AfAm	0	0
HLA-DPB1	DPB1*39	AfAm	0.00635	5
HLA-DPB1	DPB1*40	AfAm	0.01396	11
HLA-DPB1	DPB1*414	AfAm	0.00127	1
HLA-DPB1	DPB1*416	AfAm	0	0
HLA-DPB1	DPB1*417	AfAm	0.00508	4
HLA-DPB1	DPB1*45	AfAm	0	0
HLA-DPB1	DPB1*46	AfAm	0	0
HLA-DPB1	DPB1*461	AfAm	0.00127	1
HLA-DPB1	DPB1*463	AfAm	0.00127	1
HLA-DPB1	DPB1*47	AfAm	0	0
HLA-DPB1	DPB1*49	AfAm	0.00127	1
HLA-DPB1	DPB1*51	AfAm	0	0
HLA-DPB1	DPB1*519	AfAm	0.00127	1
HLA-DPB1	DPB1*52	AfAm	0	0
HLA-DPB1	DPB1*59	AfAm	0	0
HLA-DPB1	DPB1*63	AfAm	0	0
HLA-DPB1	DPB1*81	AfAm	0	0
HLA-DPB1	DPB1*85	AfAm	0.0165	13
HLA-DPB1	DPB1*90	AfAm	0	0
HLA-DPB1	DPB1*01	API	0.0814	7
HLA-DPB1	DPB1*02	API	0.19768	17
HLA-DPB1	DPB1*03	API	0.02326	2
HLA-DPB1	DPB1*04	API	0.19768	17
HLA-DPB1	DPB1*05	API	0.27907	24
HLA-DPB1	DPB1*06	API	0	0
HLA-DPB1	DPB1*09	API	0.06977	6
HLA-DPB1	DPB1*10	API	0	0
HLA-DPB1	DPB1*104	API	0.01163	1
HLA-DPB1	DPB1*105	API	0	0
HLA-DPB1	DPB1*106	API	0	0
HLA-DPB1	DPB1*107	API	0.02326	2
HLA-DPB1	DPB1*11	API	0	0
HLA-DPB1	DPB1*124	API	0	0
HLA-DPB1	DPB1*126	API	0	0
HLA-DPB1	DPB1*13	API	0	0
HLA-DPB1	DPB1*130	API	0	0
HLA-DPB1	DPB1*131	API	0	0
HLA-DPB1	DPB1*133	API	0	0
HLA-DPB1	DPB1*135	API	0.03488	3
HLA-DPB1	DPB1*138	API	0	0
HLA-DPB1	DPB1*14	API	0.03488	3
HLA-DPB1	DPB1*15	API	0	0
HLA-DPB1	DPB1*16	API	0	0
HLA-DPB1	DPB1*162	API	0	0
HLA-DPB1	DPB1*17	API	0	0
HLA-DPB1	DPB1*18	API	0	0
HLA-DPB1	DPB1*19	API	0	0
HLA-DPB1	DPB1*20	API	0	0
HLA-DPB1	DPB1*21	API	0	0
HLA-DPB1	DPB1*23	API	0	0
HLA-DPB1	DPB1*25	API	0.01163	1
HLA-DPB1	DPB1*259	API	0	0
HLA-DPB1	DPB1*26	API	0	0
HLA-DPB1	DPB1*29	API	0	0
HLA-DPB1	DPB1*296	API	0.01163	1
HLA-DPB1	DPB1*30	API	0	0
HLA-DPB1	DPB1*31	API	0	0
HLA-DPB1	DPB1*34	API	0	0
HLA-DPB1	DPB1*35	API	0	0
HLA-DPB1	DPB1*350	API	0	0
HLA-DPB1	DPB1*37	API	0	0
HLA-DPB1	DPB1*38	API	0.01163	1
HLA-DPB1	DPB1*39	API	0	0
HLA-DPB1	DPB1*40	API	0	0
HLA-DPB1	DPB1*414	API	0	0
HLA-DPB1	DPB1*416	API	0	0
HLA-DPB1	DPB1*417	API	0	0
HLA-DPB1	DPB1*45	API	0.01163	1
HLA-DPB1	DPB1*46	API	0	0
HLA-DPB1	DPB1*461	API	0	0
HLA-DPB1	DPB1*463	API	0	0
HLA-DPB1	DPB1*47	API	0	0
HLA-DPB1	DPB1*49	API	0	0
HLA-DPB1	DPB1*51	API	0	0
HLA-DPB1	DPB1*519	API	0	0
HLA-DPB1	DPB1*52	API	0	0
HLA-DPB1	DPB1*59	API	0	0
HLA-DPB1	DPB1*63	API	0	0
HLA-DPB1	DPB1*81	API	0	0
HLA-DPB1	DPB1*85	API	0	0
HLA-DPB1	DPB1*90	API	0	0
HLA-DPB1	DPB1*01	Arab	0.09616	10
HLA-DPB1	DPB1*02	Arab	0.20192	21
HLA-DPB1	DPB1*03	Arab	0.03846	4
HLA-DPB1	DPB1*04	Arab	0.40385	42
HLA-DPB1	DPB1*05	Arab	0	0
HLA-DPB1	DPB1*06	Arab	0	0
HLA-DPB1	DPB1*09	Arab	0.02885	3
HLA-DPB1	DPB1*10	Arab	0.00962	1
HLA-DPB1	DPB1*104	Arab	0.04808	5
HLA-DPB1	DPB1*105	Arab	0.02885	3
HLA-DPB1	DPB1*106	Arab	0	0
HLA-DPB1	DPB1*107	Arab	0.01923	2
HLA-DPB1	DPB1*11	Arab	0	0
HLA-DPB1	DPB1*124	Arab	0.00962	1
HLA-DPB1	DPB1*126	Arab	0	0
HLA-DPB1	DPB1*13	Arab	0	0
HLA-DPB1	DPB1*130	Arab	0	0
HLA-DPB1	DPB1*131	Arab	0	0
HLA-DPB1	DPB1*133	Arab	0	0
HLA-DPB1	DPB1*135	Arab	0	0
HLA-DPB1	DPB1*138	Arab	0	0
HLA-DPB1	DPB1*14	Arab	0.04808	5
HLA-DPB1	DPB1*15	Arab	0	0
HLA-DPB1	DPB1*16	Arab	0	0
HLA-DPB1	DPB1*162	Arab	0	0
HLA-DPB1	DPB1*17	Arab	0.02885	3
HLA-DPB1	DPB1*18	Arab	0.00962	1
HLA-DPB1	DPB1*19	Arab	0	0
HLA-DPB1	DPB1*20	Arab	0	0
HLA-DPB1	DPB1*21	Arab	0	0
HLA-DPB1	DPB1*23	Arab	0.00962	1
HLA-DPB1	DPB1*25	Arab	0	0
HLA-DPB1	DPB1*259	Arab	0	0
HLA-DPB1	DPB1*26	Arab	0.00962	1
HLA-DPB1	DPB1*29	Arab	0	0
HLA-DPB1	DPB1*296	Arab	0	0
HLA-DPB1	DPB1*30	Arab	0	0
HLA-DPB1	DPB1*31	Arab	0	0
HLA-DPB1	DPB1*34	Arab	0	0
HLA-DPB1	DPB1*35	Arab	0	0
HLA-DPB1	DPB1*350	Arab	0.00962	1
HLA-DPB1	DPB1*37	Arab	0	0
HLA-DPB1	DPB1*38	Arab	0	0
HLA-DPB1	DPB1*39	Arab	0	0
HLA-DPB1	DPB1*40	Arab	0	0
HLA-DPB1	DPB1*414	Arab	0	0
HLA-DPB1	DPB1*416	Arab	0	0
HLA-DPB1	DPB1*417	Arab	0	0
HLA-DPB1	DPB1*45	Arab	0	0
HLA-DPB1	DPB1*46	Arab	0	0
HLA-DPB1	DPB1*461	Arab	0	0
HLA-DPB1	DPB1*463	Arab	0	0
HLA-DPB1	DPB1*47	Arab	0	0
HLA-DPB1	DPB1*49	Arab	0	0
HLA-DPB1	DPB1*51	Arab	0	0
HLA-DPB1	DPB1*519	Arab	0	0
HLA-DPB1	DPB1*52	Arab	0	0
HLA-DPB1	DPB1*59	Arab	0	0
HLA-DPB1	DPB1*63	Arab	0	0
HLA-DPB1	DPB1*81	Arab	0	0
HLA-DPB1	DPB1*85	Arab	0	0
HLA-DPB1	DPB1*90	Arab	0	0
HLA-DPB1	DPB1*01	EuAm	0.05137	255
HLA-DPB1	DPB1*02	EuAm	0.14222	706
HLA-DPB1	DPB1*03	EuAm	0.0828	411
HLA-DPB1	DPB1*04	EuAm	0.53384	2650
HLA-DPB1	DPB1*05	EuAm	0.01934	96
HLA-DPB1	DPB1*06	EuAm	0.01491	74
HLA-DPB1	DPB1*09	EuAm	0.00705	35
HLA-DPB1	DPB1*10	EuAm	0.01591	79
HLA-DPB1	DPB1*104	EuAm	0.01712	85
HLA-DPB1	DPB1*105	EuAm	0.00483	24
HLA-DPB1	DPB1*106	EuAm	0	0
HLA-DPB1	DPB1*107	EuAm	0.00322	16
HLA-DPB1	DPB1*11	EuAm	0.02236	111
HLA-DPB1	DPB1*124	EuAm	0.00141	7
HLA-DPB1	DPB1*126	EuAm	0.00081	4
HLA-DPB1	DPB1*13	EuAm	0.01168	58
HLA-DPB1	DPB1*130	EuAm	2e-04	1
HLA-DPB1	DPB1*131	EuAm	2e-04	1
HLA-DPB1	DPB1*133	EuAm	0	0
HLA-DPB1	DPB1*135	EuAm	0	0
HLA-DPB1	DPB1*138	EuAm	0.00081	4
HLA-DPB1	DPB1*14	EuAm	0.01873	93
HLA-DPB1	DPB1*15	EuAm	0.01007	50
HLA-DPB1	DPB1*16	EuAm	0.00564	28
HLA-DPB1	DPB1*162	EuAm	0	0
HLA-DPB1	DPB1*17	EuAm	0.01269	63
HLA-DPB1	DPB1*18	EuAm	0	0
HLA-DPB1	DPB1*19	EuAm	0.00665	33
HLA-DPB1	DPB1*20	EuAm	0.00342	17
HLA-DPB1	DPB1*21	EuAm	0	0
HLA-DPB1	DPB1*23	EuAm	0.00705	35
HLA-DPB1	DPB1*25	EuAm	2e-04	1
HLA-DPB1	DPB1*259	EuAm	2e-04	1
HLA-DPB1	DPB1*26	EuAm	2e-04	1
HLA-DPB1	DPB1*29	EuAm	0	0
HLA-DPB1	DPB1*296	EuAm	0	0
HLA-DPB1	DPB1*30	EuAm	0	0
HLA-DPB1	DPB1*31	EuAm	0	0
HLA-DPB1	DPB1*34	EuAm	0.00121	6
HLA-DPB1	DPB1*35	EuAm	2e-04	1
HLA-DPB1	DPB1*350	EuAm	0.00081	4
HLA-DPB1	DPB1*37	EuAm	0	0
HLA-DPB1	DPB1*38	EuAm	0	0
HLA-DPB1	DPB1*39	EuAm	0	0
HLA-DPB1	DPB1*40	EuAm	0	0
HLA-DPB1	DPB1*414	EuAm	0	0
HLA-DPB1	DPB1*416	EuAm	4e-04	2
HLA-DPB1	DPB1*417	EuAm	0	0
HLA-DPB1	DPB1*45	EuAm	0.00081	4
HLA-DPB1	DPB1*46	EuAm	0	0
HLA-DPB1	DPB1*461	EuAm	0	0
HLA-DPB1	DPB1*463	EuAm	0	0
HLA-DPB1	DPB1*47	EuAm	2e-04	1
HLA-DPB1	DPB1*49	EuAm	0	0
HLA-DPB1	DPB1*51	EuAm	0	0
HLA-DPB1	DPB1*519	EuAm	4e-04	2
HLA-DPB1	DPB1*52	EuAm	2e-04	1
HLA-DPB1	DPB1*59	EuAm	2e-04	1
HLA-DPB1	DPB1*63	EuAm	0	0
HLA-DPB1	DPB1*81	EuAm	4e-04	2
HLA-DPB1	DPB1*85	EuAm	0	0
HLA-DPB1	DPB1*90	EuAm	2e-04	1
HLA-DPB1	DPB1*01	European	0.04245	18
HLA-DPB1	DPB1*02	European	0.12028	51
HLA-DPB1	DPB1*03	European	0.10142	43
HLA-DPB1	DPB1*04	European	0.54953	233
HLA-DPB1	DPB1*05	European	0.01415	6
HLA-DPB1	DPB1*06	European	0.01179	5
HLA-DPB1	DPB1*09	European	0.00708	3
HLA-DPB1	DPB1*10	European	0.01887	8
HLA-DPB1	DPB1*104	European	0.01179	5
HLA-DPB1	DPB1*105	European	0.00472	2
HLA-DPB1	DPB1*106	European	0	0
HLA-DPB1	DPB1*107	European	0.01415	6
HLA-DPB1	DPB1*11	European	0.02123	9
HLA-DPB1	DPB1*124	European	0.00472	2
HLA-DPB1	DPB1*126	European	0.00236	1
HLA-DPB1	DPB1*13	European	0.00943	4
HLA-DPB1	DPB1*130	European	0	0
HLA-DPB1	DPB1*131	European	0	0
HLA-DPB1	DPB1*133	European	0	0
HLA-DPB1	DPB1*135	European	0	0
HLA-DPB1	DPB1*138	European	0	0
HLA-DPB1	DPB1*14	European	0.00943	4
HLA-DPB1	DPB1*15	European	0.00472	2
HLA-DPB1	DPB1*16	European	0.00236	1
HLA-DPB1	DPB1*162	European	0	0
HLA-DPB1	DPB1*17	European	0.02123	9
HLA-DPB1	DPB1*18	European	0	0
HLA-DPB1	DPB1*19	European	0.00708	3
HLA-DPB1	DPB1*20	European	0.00708	3
HLA-DPB1	DPB1*21	European	0	0
HLA-DPB1	DPB1*23	European	0.00708	3
HLA-DPB1	DPB1*25	European	0	0
HLA-DPB1	DPB1*259	European	0	0
HLA-DPB1	DPB1*26	European	0	0
HLA-DPB1	DPB1*29	European	0	0
HLA-DPB1	DPB1*296	European	0	0
HLA-DPB1	DPB1*30	European	0	0
HLA-DPB1	DPB1*31	European	0	0
HLA-DPB1	DPB1*34	European	0.00708	3
HLA-DPB1	DPB1*35	European	0	0
HLA-DPB1	DPB1*350	European	0	0
HLA-DPB1	DPB1*37	European	0	0
HLA-DPB1	DPB1*38	European	0	0
HLA-DPB1	DPB1*39	European	0	0
HLA-DPB1	DPB1*40	European	0	0
HLA-DPB1	DPB1*414	European	0	0
HLA-DPB1	DPB1*416	European	0	0
HLA-DPB1	DPB1*417	European	0	0
HLA-DPB1	DPB1*45	European	0	0
HLA-DPB1	DPB1*46	European	0	0
HLA-DPB1	DPB1*461	European	0	0
HLA-DPB1	DPB1*463	European	0	0
HLA-DPB1	DPB1*47	European	0	0
HLA-DPB1	DPB1*49	European	0	0
HLA-DPB1	DPB1*51	European	0	0
HLA-DPB1	DPB1*519	European	0	0
HLA-DPB1	DPB1*52	European	0	0
HLA-DPB1	DPB1*59	European	0	0
HLA-DPB1	DPB1*63	European	0	0
HLA-DPB1	DPB1*81	European	0	0
HLA-DPB1	DPB1*85	European	0	0
HLA-DPB1	DPB1*90	European	0	0
HLA-DPB1	DPB1*01	Global	0.06813	561
HLA-DPB1	DPB1*02	Global	0.14792	1218
HLA-DPB1	DPB1*03	Global	0.07008	577
HLA-DPB1	DPB1*04	Global	0.48566	3999
HLA-DPB1	DPB1*05	Global	0.02137	176
HLA-DPB1	DPB1*06	Global	0.01251	103
HLA-DPB1	DPB1*09	Global	0.0085	70
HLA-DPB1	DPB1*10	Global	0.01603	132
HLA-DPB1	DPB1*104	Global	0.02089	172
HLA-DPB1	DPB1*105	Global	0.0147	121
HLA-DPB1	DPB1*106	Global	0.00024	2
HLA-DPB1	DPB1*107	Global	0.00449	37
HLA-DPB1	DPB1*11	Global	0.0221	182
HLA-DPB1	DPB1*124	Global	0.00158	13
HLA-DPB1	DPB1*126	Global	0.00121	10
HLA-DPB1	DPB1*13	Global	0.01652	136
HLA-DPB1	DPB1*130	Global	0.00012	1
HLA-DPB1	DPB1*131	Global	0.00206	17
HLA-DPB1	DPB1*133	Global	0.00012	1
HLA-DPB1	DPB1*135	Global	0.00049	4
HLA-DPB1	DPB1*138	Global	0.00061	5
HLA-DPB1	DPB1*14	Global	0.01797	148
HLA-DPB1	DPB1*15	Global	0.00814	67
HLA-DPB1	DPB1*16	Global	0.00401	33
HLA-DPB1	DPB1*162	Global	0.00012	1
HLA-DPB1	DPB1*17	Global	0.01725	142
HLA-DPB1	DPB1*18	Global	0.00729	60
HLA-DPB1	DPB1*19	Global	0.00559	46
HLA-DPB1	DPB1*20	Global	0.00352	29
HLA-DPB1	DPB1*21	Global	0.00036	3
HLA-DPB1	DPB1*23	Global	0.00559	46
HLA-DPB1	DPB1*25	Global	0.00024	2
HLA-DPB1	DPB1*259	Global	0.00012	1
HLA-DPB1	DPB1*26	Global	0.00206	17
HLA-DPB1	DPB1*29	Global	0.00012	1
HLA-DPB1	DPB1*296	Global	0.00049	4
HLA-DPB1	DPB1*30	Global	0.00036	3
HLA-DPB1	DPB1*31	Global	0.00024	2
HLA-DPB1	DPB1*34	Global	0.00134	11
HLA-DPB1	DPB1*35	Global	0.00012	1
HLA-DPB1	DPB1*350	Global	0.00073	6
HLA-DPB1	DPB1*37	Global	0.00012	1
HLA-DPB1	DPB1*38	Global	0.00012	1
HLA-DPB1	DPB1*39	Global	0.00061	5
HLA-DPB1	DPB1*40	Global	0.00134	11
HLA-DPB1	DPB1*414	Global	0.00049	4
HLA-DPB1	DPB1*416	Global	0.00134	11
HLA-DPB1	DPB1*417	Global	0.00049	4
HLA-DPB1	DPB1*45	Global	0.00073	6
HLA-DPB1	DPB1*46	Global	0.00036	3
HLA-DPB1	DPB1*461	Global	0.00012	1
HLA-DPB1	DPB1*463	Global	0.00012	1
HLA-DPB1	DPB1*47	Global	0.00012	1
HLA-DPB1	DPB1*49	Global	0.00012	1
HLA-DPB1	DPB1*51	Global	0.00012	1
HLA-DPB1	DPB1*519	Global	0.00036	3
HLA-DPB1	DPB1*52	Global	0.00012	1
HLA-DPB1	DPB1*59	Global	0.00024	2
HLA-DPB1	DPB1*63	Global	0.00012	1
HLA-DPB1	DPB1*81	Global	0.00024	2
HLA-DPB1	DPB1*85	Global	0.00158	13
HLA-DPB1	DPB1*90	Global	0.00012	1
HLA-DPB1	DPB1*01	Greek	0.00662	2
HLA-DPB1	DPB1*02	Greek	0.21854	66
HLA-DPB1	DPB1*03	Greek	0.04636	14
HLA-DPB1	DPB1*04	Greek	0.53642	162
HLA-DPB1	DPB1*05	Greek	0.00662	2
HLA-DPB1	DPB1*06	Greek	0.00331	1
HLA-DPB1	DPB1*09	Greek	0.00993	3
HLA-DPB1	DPB1*10	Greek	0.02649	8
HLA-DPB1	DPB1*104	Greek	0.0298	9
HLA-DPB1	DPB1*105	Greek	0.00331	1
HLA-DPB1	DPB1*106	Greek	0	0
HLA-DPB1	DPB1*107	Greek	0.01325	4
HLA-DPB1	DPB1*11	Greek	0	0
HLA-DPB1	DPB1*124	Greek	0	0
HLA-DPB1	DPB1*126	Greek	0	0
HLA-DPB1	DPB1*13	Greek	0	0
HLA-DPB1	DPB1*130	Greek	0	0
HLA-DPB1	DPB1*131	Greek	0	0
HLA-DPB1	DPB1*133	Greek	0	0
HLA-DPB1	DPB1*135	Greek	0	0
HLA-DPB1	DPB1*138	Greek	0	0
HLA-DPB1	DPB1*14	Greek	0.02649	8
HLA-DPB1	DPB1*15	Greek	0.01987	6
HLA-DPB1	DPB1*16	Greek	0	0
HLA-DPB1	DPB1*162	Greek	0	0
HLA-DPB1	DPB1*17	Greek	0.0298	9
HLA-DPB1	DPB1*18	Greek	0	0
HLA-DPB1	DPB1*19	Greek	0.00331	1
HLA-DPB1	DPB1*20	Greek	0	0
HLA-DPB1	DPB1*21	Greek	0	0
HLA-DPB1	DPB1*23	Greek	0.00331	1
HLA-DPB1	DPB1*25	Greek	0	0
HLA-DPB1	DPB1*259	Greek	0	0
HLA-DPB1	DPB1*26	Greek	0	0
HLA-DPB1	DPB1*29	Greek	0	0
HLA-DPB1	DPB1*296	Greek	0	0
HLA-DPB1	DPB1*30	Greek	0	0
HLA-DPB1	DPB1*31	Greek	0	0
HLA-DPB1	DPB1*34	Greek	0	0
HLA-DPB1	DPB1*35	Greek	0	0
HLA-DPB1	DPB1*350	Greek	0.00331	1
HLA-DPB1	DPB1*37	Greek	0.00331	1
HLA-DPB1	DPB1*38	Greek	0	0
HLA-DPB1	DPB1*39	Greek	0	0
HLA-DPB1	DPB1*40	Greek	0	0
HLA-DPB1	DPB1*414	Greek	0	0
HLA-DPB1	DPB1*416	Greek	0.00331	1
HLA-DPB1	DPB1*417	Greek	0	0
HLA-DPB1	DPB1*45	Greek	0	0
HLA-DPB1	DPB1*46	Greek	0.00662	2
HLA-DPB1	DPB1*461	Greek	0	0
HLA-DPB1	DPB1*463	Greek	0	0
HLA-DPB1	DPB1*47	Greek	0	0
HLA-DPB1	DPB1*49	Greek	0	0
HLA-DPB1	DPB1*51	Greek	0	0
HLA-DPB1	DPB1*519	Greek	0	0
HLA-DPB1	DPB1*52	Greek	0	0
HLA-DPB1	DPB1*59	Greek	0	0
HLA-DPB1	DPB1*63	Greek	0	0
HLA-DPB1	DPB1*81	Greek	0	0
HLA-DPB1	DPB1*85	Greek	0	0
HLA-DPB1	DPB1*90	Greek	0	0
HLA-DPB1	DPB1*01	India	0.01042	1
HLA-DPB1	DPB1*02	India	0.13542	13
HLA-DPB1	DPB1*03	India	0.02083	2
HLA-DPB1	DPB1*04	India	0.4375	42
HLA-DPB1	DPB1*05	India	0	0
HLA-DPB1	DPB1*06	India	0.01042	1
HLA-DPB1	DPB1*09	India	0.07292	7
HLA-DPB1	DPB1*10	India	0.01042	1
HLA-DPB1	DPB1*104	India	0.01042	1
HLA-DPB1	DPB1*105	India	0.02083	2
HLA-DPB1	DPB1*106	India	0	0
HLA-DPB1	DPB1*107	India	0	0
HLA-DPB1	DPB1*11	India	0.01042	1
HLA-DPB1	DPB1*124	India	0.01042	1
HLA-DPB1	DPB1*126	India	0	0
HLA-DPB1	DPB1*13	India	0.03125	3
HLA-DPB1	DPB1*130	India	0	0
HLA-DPB1	DPB1*131	India	0	0
HLA-DPB1	DPB1*133	India	0	0
HLA-DPB1	DPB1*135	India	0	0
HLA-DPB1	DPB1*138	India	0	0
HLA-DPB1	DPB1*14	India	0	0
HLA-DPB1	DPB1*15	India	0	0
HLA-DPB1	DPB1*16	India	0	0
HLA-DPB1	DPB1*162	India	0	0
HLA-DPB1	DPB1*17	India	0.05208	5
HLA-DPB1	DPB1*18	India	0	0
HLA-DPB1	DPB1*19	India	0	0
HLA-DPB1	DPB1*20	India	0	0
HLA-DPB1	DPB1*21	India	0	0
HLA-DPB1	DPB1*23	India	0	0
HLA-DPB1	DPB1*25	India	0	0
HLA-DPB1	DPB1*259	India	0	0
HLA-DPB1	DPB1*26	India	0.14583	14
HLA-DPB1	DPB1*29	India	0	0
HLA-DPB1	DPB1*296	India	0	0
HLA-DPB1	DPB1*30	India	0	0
HLA-DPB1	DPB1*31	India	0	0
HLA-DPB1	DPB1*34	India	0	0
HLA-DPB1	DPB1*35	India	0	0
HLA-DPB1	DPB1*350	India	0	0
HLA-DPB1	DPB1*37	India	0	0
HLA-DPB1	DPB1*38	India	0	0
HLA-DPB1	DPB1*39	India	0	0
HLA-DPB1	DPB1*40	India	0	0
HLA-DPB1	DPB1*414	India	0.01042	1
HLA-DPB1	DPB1*416	India	0.01042	1
HLA-DPB1	DPB1*417	India	0	0
HLA-DPB1	DPB1*45	India	0	0
HLA-DPB1	DPB1*46	India	0	0
HLA-DPB1	DPB1*461	India	0	0
HLA-DPB1	DPB1*463	India	0	0
HLA-DPB1	DPB1*47	India	0	0
HLA-DPB1	DPB1*49	India	0	0
HLA-DPB1	DPB1*51	India	0	0
HLA-DPB1	DPB1*519	India	0	0
HLA-DPB1	DPB1*52	India	0	0
HLA-DPB1	DPB1*59	India	0	0
HLA-DPB1	DPB1*63	India	0	0
HLA-DPB1	DPB1*81	India	0	0
HLA-DPB1	DPB1*85	India	0	0
HLA-DPB1	DPB1*90	India	0	0
HLA-DPB1	DPB1*01	Italian	0.03668	19
HLA-DPB1	DPB1*02	Italian	0.17567	91
HLA-DPB1	DPB1*03	Italian	0.05792	30
HLA-DPB1	DPB1*04	Italian	0.45753	237
HLA-DPB1	DPB1*05	Italian	0.01737	9
HLA-DPB1	DPB1*06	Italian	0.00579	3
HLA-DPB1	DPB1*09	Italian	0.01158	6
HLA-DPB1	DPB1*10	Italian	0.02317	12
HLA-DPB1	DPB1*104	Italian	0.0251	13
HLA-DPB1	DPB1*105	Italian	0.01544	8
HLA-DPB1	DPB1*106	Italian	0.00193	1
HLA-DPB1	DPB1*107	Italian	0	0
HLA-DPB1	DPB1*11	Italian	0.03089	16
HLA-DPB1	DPB1*124	Italian	0.00193	1
HLA-DPB1	DPB1*126	Italian	0.00579	3
HLA-DPB1	DPB1*13	Italian	0.03282	17
HLA-DPB1	DPB1*130	Italian	0	0
HLA-DPB1	DPB1*131	Italian	0.00193	1
HLA-DPB1	DPB1*133	Italian	0	0
HLA-DPB1	DPB1*135	Italian	0	0
HLA-DPB1	DPB1*138	Italian	0	0
HLA-DPB1	DPB1*14	Italian	0.03089	16
HLA-DPB1	DPB1*15	Italian	0.00579	3
HLA-DPB1	DPB1*16	Italian	0	0
HLA-DPB1	DPB1*162	Italian	0	0
HLA-DPB1	DPB1*17	Italian	0.01351	7
HLA-DPB1	DPB1*18	Italian	0	0
HLA-DPB1	DPB1*19	Italian	0.00772	4
